Name,Type,Reviews,No_of_Reviews,Menu,Price_Range,Vegan,Vegetarian
Carmine's Italian Restaurant - Atlantic City," Italian, Vegetarian Friendly, Vegan Options",4.5,1762,Check The Website for a Menu,Medium,True,True
San Matteo Pizza Espresso Bar," Italian, Pizza, Vegetarian Friendly",4.5,370,Check The Website for a Menu,Medium,False,True
Twigs Bistro and Martini Bar," American, Bar, Vegetarian Friendly",4.0,267,Check The Website for a Menu,Medium,False,True
Orale Mexican Kitchen," Mexican, Central American, Southwestern",4.5,167,http://www.oralemk.com/hoboken-nj#menus,Medium,False,False
J P Clarkes, Pub,4.5,23,http://pjclarkes.com/menu/third-avenue/,Medium,False,False
Park Wayne Diner," American, Diner, Vegetarian Friendly",4.0,91,http://parkwayne.com/#affero-menu,Medium,False,True
Morton's The Steakhouse," American, Steakhouse, Gluten Free Options",4.0,685,Check The Website for a Menu,Pricey,False,False
Cornells In Little Italy," Italian, Vegetarian Friendly, Gluten Free Options",4.0,284,Check The Website for a Menu,Medium,False,True
Chez Panisse," French, American, Vegetarian Friendly",4.5,1443,Check The Website for a Menu,Pricey,False,True
Mangia-Mangia," Italian, Vegetarian Friendly",4.5,87,Check The Website for a Menu,Medium,False,True
Mersea Restaurant," American, Bar, Vegetarian Friendly",5.0,235,Check The Website for a Menu,Medium,False,True
Diamondback's," American, Steakhouse, Gluten Free Options",4.0,228,Check The Website for a Menu,Pricey,False,False
Pismo's Coastal Grill," American, Bar, Seafood",4.5,840,Check The Website for a Menu,Medium,False,False
Danny's Restaurant," Mexican, Vegetarian Friendly",4.0,59,https://dannysrestaurants.com/menu/,Medium,False,True
State Line Restaurant," American, Barbecue, Gluten Free Options",4.0,570,Check The Website for a Menu,Medium,False,False
Toast Bakery Cafe," Cafe, American, Vegetarian Friendly",4.5,384,Check The Website for a Menu,Medium,False,True
Basilico," Italian, Asian, Vegan Options",4.5,215,http://www.ristorantebasilico.com/images/pdfs/Summer-2019-menu-.pdf,Pricey,True,False
Southie," American, Vegetarian Friendly",4.5,53,Check The Website for a Menu,Medium,False,True
Senza," Italian, Vegetarian Friendly",4.5,69,Check The Website for a Menu,Medium,False,True
Skylarks Hidden Cafe," American, Bar, Cafe",4.0,483,Check The Website for a Menu,Medium,False,False
The Red Fern," American, Vegetarian Friendly, Vegan Options",4.5,124,https://www.redfernrochester.com/menus/,Medium,True,True
Prince Lebanese Grill," Lebanese, Mediterranean, Middle Eastern",4.5,213,Check The Website for a Menu,Medium,False,False
Clancy's by the Sea," American, Seafood, Vegetarian Friendly",3.5,390,Check The Website for a Menu,Medium,False,True
Seven Hills," Seafood, Italian, Vegetarian Friendly",4.5,923,Check The Website for a Menu,Pricey,False,True
Fresno Fleming's Prime Steakhouse & Wine Bar," American, Gluten Free Options",4.5,257,Check The Website for a Menu,Pricey,False,False
Blackbeard's On The Beach," American, Bar, Seafood",4.0,972,Check The Website for a Menu,Medium,False,False
Stone Korean Restaurant," Asian, Korean",4.5,60,Check The Website for a Menu,Medium,False,False
Canali's Restaurant," Italian, Vegetarian Friendly, Vegan Options",4.5,342,Check The Website for a Menu,Medium,True,True
Tandoori Nites," Indian, Vegetarian Friendly",4.5,23,http://www.thetandoorinites.com/Menu.html,Medium,False,True
Black & Blue Steak & Crab," American, Steakhouse, Seafood",4.0,497,Check The Website for a Menu,Pricey,False,False
The Appian Way," Italian, Vegetarian Friendly",4.5,50,Check The Website for a Menu,Medium,False,True
Vons 1000 Spirits," American, Vegetarian Friendly, Vegan Options",4.5,823,Check The Website for a Menu,Medium,True,True
feast buffet," Chinese, Seafood, Sushi",4.0,125,Check The Website for a Menu,Medium,False,False
Tequila Museo Mayahuel," Mexican, Latin, Vegetarian Friendly",4.0,222,Check The Website for a Menu,Medium,False,True
Orlando's Italian Restaurant," Italian, Pizza, Vegetarian Friendly",4.5,588,https://orlandos.com/menus/,Medium,False,True
Ah' Pizz," Italian, Pizza, Vegetarian Friendly",4.0,124,Check The Website for a Menu,Medium,False,True
Boston's Restaurant & Sports Bar," American, Bar, Pizza",4.0,66,http://www.bostons.com/menu,Medium,False,False
Pacific Cafe," American, Seafood, Gluten Free Options",4.5,241,Check The Website for a Menu,Medium,False,False
Istanbul Grill," Mediterranean, Turkish, Middle Eastern",4.5,343,Check The Website for a Menu,Medium,False,False
Bahama Breeze," Bar, Bahamian, Jamaican",4.0,225,Check The Website for a Menu,Medium,False,False
Mesob Ethiopian Restaurant," Ethiopian, African, Vegetarian Friendly",4.5,223,Check The Website for a Menu,Medium,False,True
Padre Pizzeria & Gourment," Italian, Pizza, Vegetarian Friendly",4.0,183,Check The Website for a Menu,Medium,False,True
Jason's Deli," American, Deli, Soups",4.5,76,http://jasonsdeli.com/menu,Medium,False,False
The Cub Room," American, Bar, Vegetarian Friendly",4.5,159,http://thecubroomroc.com#menu,Medium,False,True
The Original Pancake House," American, Vegetarian Friendly",4.5,165,Check The Website for a Menu,Medium,False,True
Park Avenue Pub & Restaurant," American, International, Pub",4.5,163,Check The Website for a Menu,Medium,False,False
Piatti," Italian, Vegetarian Friendly, Vegan Options",4.5,838,Check The Website for a Menu,Medium,True,True
The Winery Restaurant & Wine Bar," Steakhouse, American, Contemporary",4.5,188,Check The Website for a Menu,Pricey,False,False
Black Bear Diner," American, Diner, Vegetarian Friendly",4.0,73,Check The Website for a Menu,Medium,False,True
Liberty House Restaurant," American, Vegetarian Friendly, Vegan Options",4.0,414,Check The Website for a Menu,Pricey,True,True
Bette's Oceanview Diner," American, Diner, Deli",4.5,453,Check The Website for a Menu,Medium,False,False
Zara's Mediterranean Kitchen," Lebanese, Mediterranean, Middle Eastern",4.5,54,Check The Website for a Menu,Medium,False,False
La Foret Restaurant," French, European, Vegetarian Friendly",4.5,276,Check The Website for a Menu,Pricey,False,True
The San Franciscan," American, Steakhouse, Bar",4.5,254,http://www.the-sanfranciscan.com/menu/,Medium,False,False
Rock and Rye Oyster House," American, Bar, Seafood",4.5,140,http://www.rockrye.com/menu,Medium,False,False
Chelsea Farms Oyster Bar," American, Seafood, Gluten Free Options",4.5,93,Check The Website for a Menu,Medium,False,False
Casa Enrique," Mexican, Latin, Vegetarian Friendly",4.5,258,https://henrinyc.com/casa-enrique/our-menu/,Medium,False,True
Opa Gyros and Crepes," Mediterranean, Greek, Vegetarian Friendly",4.5,145,Check The Website for a Menu,Cheap,False,True
The Original Pancake House," American, Vegetarian Friendly, Vegan Options",4.0,36,Check The Website for a Menu,Medium,True,True
Pappasito's Cantina," Mexican, Southwestern, Vegetarian Friendly",4.5,517,Check The Website for a Menu,Medium,False,True
El Canton Firewood Pizzeria," Pizza, Italian, Vegetarian Friendly",4.5,42,Check The Website for a Menu,Medium,False,True
Whiskey Tavern," American, Bar, Pub",4.5,173,Check The Website for a Menu,Medium,False,False
P F Chang's," Chinese, Asian, Gluten Free Options",4.0,49,https://www.pfchangs.com/menu?utm_source=web&utm_medium=navigation&utm_content=main_nav,Medium,False,False
Schatzi's Pub and Bier Garden," German, Bar, American",4.0,120,Check The Website for a Menu,Medium,False,False
Johnny's," Italian, American, Vegetarian Friendly",4.5,661,http://www.johnnysdowntown.com/menu,Medium,False,True
Vidalia Restaurant," Italian, International, Vegetarian Friendly",4.5,346,Check The Website for a Menu,Medium,False,True
Bennie's Bread & Italian Market," Pizza, Italian, Vegetarian Friendly",4.5,189,http://www.benniesbread.com/menu,Medium,False,True
Xian Famous Food," Chinese, Fast Food, Asian",4.0,87,Check The Website for a Menu,Cheap,False,False
Wood Ranch BBQ & Grill," American, Barbecue, Bar",4.5,158,https://www.woodranch.com/menus/,Medium,False,False
Glass Woods Tavern, American,4.0,52,Check The Website for a Menu,Medium,False,False
Ganesh Temple Canteen," Indian, Asian, Vegetarian Friendly",4.5,38,Check The Website for a Menu,Cheap,False,True
Tricky Fish," American, Bar, Seafood",4.5,68,Check The Website for a Menu,Medium,False,False
Wisconsinburger," American, Bar, Vegetarian Friendly",4.5,212,http://wisconsinburger.com/menu.html,Medium,False,True
The Modern," Contemporary, American, Vegetarian Friendly",4.5,2071,http://www.themodernnyc.com/menus/,Pricey,False,True
Sunset Pizza & Pasta," Italian, Pizza, Vegetarian Friendly",4.5,75,Check The Website for a Menu,Medium,False,True
Babe's Chicken Dinner House, American,4.5,1047,Check The Website for a Menu,Medium,False,False
Roots Cafe & Restaurant," Japanese, Sushi, Asian",4.0,77,http://www.rootsprinceton.com/lunch-menu/,Medium,False,False
SwitcHouse Plates & Pours," Bar, Pub, Vegetarian Friendly",5.0,45,Check The Website for a Menu,Medium,False,True
Texas Roadhouse," American, Steakhouse, Gluten Free Options",4.5,226,http://www.texasroadhouse.com/menu,Medium,False,False
Nelsons Cafe," American, Cafe, Diner",5.0,41,Check The Website for a Menu,Cheap,False,False
Frankie Feds," Italian, Pizza, Vegetarian Friendly",4.0,84,Check The Website for a Menu,Medium,False,True
Ella Dining Room & Bar," American, Vegetarian Friendly, Vegan Options",4.5,464,Check The Website for a Menu,Pricey,True,True
Open Sesame," Lebanese, Middle Eastern, International",4.5,436,Check The Website for a Menu,Medium,False,False
"Diana of Little Chef, Little Kitchen"," Dine With a Local Chef, Italian, American",5.0,105,Check The Website for a Menu,Medium,False,False
Pollos Asados Los Nortenos," Mexican, Latin, Spanish",4.5,884,Check The Website for a Menu,Cheap,False,False
The Fish Peddler on Foss Waterway," American, Seafood, Bar",4.5,222,http://www.fishpeddler-tacoma.com/menu.html,Medium,False,False
Bistango Martini Lounge," Bar, American",5.0,111,Check The Website for a Menu,Medium,False,False
Landry's Seafood House," American, Seafood, Vegetarian Friendly",4.0,700,Check The Website for a Menu,Medium,False,True
Mariano's Hacienda," Mexican, Southwestern, Vegetarian Friendly",4.5,423,Check The Website for a Menu,Medium,False,True
Union," Italian, Vegetarian Friendly, Vegan Options",4.5,183,http://unionpasadena.com/menu,Pricey,True,True
Blue," American, Seafood, Mediterranean",4.5,335,http://www.bluerestaurantnyc.com/menus/,Medium,False,False
Benihana," Japanese, Sushi, Vegetarian Friendly",4.0,128,Check The Website for a Menu,Medium,False,True
Chuckanut Lobby Bar," Bar, American",4.5,70,Check The Website for a Menu,Medium,False,False
Lake Effect Diner," American, Diner, Vegan Options",4.0,392,Check The Website for a Menu,Medium,True,False
Taquitos Ravi Restaurant," Mexican, Latin, Spanish",4.5,48,Check The Website for a Menu,Cheap,False,False
The Corner," American, Cafe, Vegetarian Friendly",4.5,51,Check The Website for a Menu,Medium,False,True
Spring Shabu-Shabu," Asian, Vegetarian Friendly, Vegan Options",4.5,52,http://www.springshabu.com/menu.html,Medium,True,True
Tenafly Classic Diner," American, Diner, Vegetarian Friendly",4.0,116,Check The Website for a Menu,Medium,False,True
El Torito Grill," Mexican, Latin, Southwestern",4.0,207,Check The Website for a Menu,Medium,False,False
Fontana Famous Pizza," Mediterranean, Greek",4.0,57,Check The Website for a Menu,Cheap,False,False
Bayou," American, Seafood, Vegetarian Friendly",4.5,196,Check The Website for a Menu,Medium,False,True
Eggsellent," American, Cafe, Vegetarian Friendly",4.5,33,Check The Website for a Menu,Medium,False,True
Burgermaster," American, Fast Food",4.5,130,http://burgermaster.biz/wp-content/uploads/2018/05/Burgermaster-To-Go-Menu-Compressed.pdf,Cheap,False,False
Seabra's Marisqueira," Seafood, European, Portuguese",4.0,333,Check The Website for a Menu,Medium,False,False
Amarone Ristorante," Italian, Vegetarian Friendly, Gluten Free Options",4.5,153,Check The Website for a Menu,Medium,False,True
Canal Street Grille," Mediterranean, Greek, Vegetarian Friendly",4.0,180,Check The Website for a Menu,Medium,False,True
Laboratorio Kitchen," Italian, American, Contemporary",4.5,105,Check The Website for a Menu,Medium,False,False
Amaro Bistro," Italian, Vegetarian Friendly, Vegan Options",4.5,173,Check The Website for a Menu,Medium,True,True
Fernandes 2 Steak House," Steakhouse, Spanish, Portuguese",4.0,259,Check The Website for a Menu,Medium,False,False
Los Molcajetes Mexican Restaurant," Mexican, Southwestern, Latin",4.5,188,Check The Website for a Menu,Medium,False,False
Trinciti Roti Shop and Restaurant," Caribbean, Indian, International",4.0,42,https://www.facebook.com/pg/Trinciti-Roti-Shop-and-Restaurant-143604839019115/menu/,Cheap,False,False
Gasperetti's Gourmet Restaurant, Italian,4.5,184,Check The Website for a Menu,Medium,False,False
Sparta's Pizza & Pasta House in Bothell," Italian, Pizza, Vegetarian Friendly",4.5,53,Check The Website for a Menu,Medium,False,True
Calle Dao Chelsea," Chinese, Cuban, Latin",4.5,27,https://www.calledao.com/chelsea/menu/,Medium,False,False
Jalapenos Pizza & Wings," Italian, Pizza",4.5,98,http://www.jalapenos-pizza.com/menu-1.html,Cheap,False,False
The Little Owl," American, Vegetarian Friendly, Vegan Options",4.5,1242,Check The Website for a Menu,Medium,True,True
Avocados Mexican Restaurant," Mexican, Vegetarian Friendly, Vegan Options",4.5,77,http://avocadosmexican.com/menu/,Medium,True,True
Karl Strauss Brewing Company," American, Brew Pub, Bar",4.5,112,Check The Website for a Menu,Medium,False,False
Frank Pepe Pizzeria Napoletana," Italian, Pizza, Vegetarian Friendly",4.0,185,https://pepespizzeria.com/yonkers/,Medium,False,True
Ambrosia Bistro and Wine Bar," American, Wine Bar, International",4.5,158,http://nebula.wsimg.com/9014e12bd00632b45fbdba7019c11885?AccessKeyId=306C4CB4ECA364ECD0F6&disposition=0&alloworigin=1,Medium,False,False
Pacific Hideaway," Fusion, Bar, Seafood",4.5,40,http://www.pacifichideawayhb.com/menus/,Medium,False,False
Dickie Dee's," Italian, Pizza, American",4.5,50,Check The Website for a Menu,Cheap,False,False
Aviation Grill," American, Bar, Gluten Free Options",4.0,147,Check The Website for a Menu,Medium,False,False
Sabor Unido," Portuguese, South American, Brazilian",4.5,38,http://www.saborunido.com/menu,Medium,False,False
Bonefish Grill," American, Bar, Seafood",4.0,145,Check The Website for a Menu,Medium,False,False
Texas de Brazil," Steakhouse, Brazilian, Vegetarian Friendly",4.5,794,Check The Website for a Menu,Pricey,False,True
Bill's Cafe on the Alameda," American, Cafe, Diner",4.5,155,Check The Website for a Menu,Medium,False,False
Namli Mediterranean Turkish Cuisine," Mediterranean, Turkish, Middle Eastern",4.5,21,Check The Website for a Menu,Medium,False,False
Off the Grid: Fort Mason Center," Fast Food, International, Vegetarian Friendly",4.5,186,Check The Website for a Menu,Cheap,False,True
Bangkok Thai Restaurant," Asian, Thai, Vegetarian Friendly",4.5,33,Check The Website for a Menu,Medium,False,True
Perry's Steakhouse & Grille- Downtown Austin," American, Steakhouse, Vegetarian Friendly",4.5,754,Check The Website for a Menu,Pricey,False,True
Modica's Deli," Italian, Greek, Deli",4.5,114,Check The Website for a Menu,Medium,False,False
Portucale Restaurant," Seafood, European, Portuguese",4.5,85,Check The Website for a Menu,Medium,False,False
Isarn Thai Soul Kitchen," Asian, Thai, Vegetarian Friendly",4.5,150,Check The Website for a Menu,Medium,False,True
Club A Steakhouse," American, Steakhouse, Gluten Free Options",4.5,3978,Check The Website for a Menu,Pricey,False,False
Obao," Asian, Thai, Vietnamese",4.5,1049,http://www.obaony.com/new-menu-hells-kitchen-2019,Medium,False,False
Non Solo Pasta," Italian, Vegan Options, Vegetarian Friendly",4.5,104,Check The Website for a Menu,Medium,True,True
Jason's Deli," American, Soups, Vegetarian Friendly",4.0,29,http://www.jasonsdeli.com/menu,Medium,False,True
Fairmount Eats," American, Diner, Vegetarian Friendly",4.0,64,https://www.fairmount-eats.com/full-menu/,Medium,False,True
Queen Margherita," Italian, Pizza, Vegetarian Friendly",4.5,170,Check The Website for a Menu,Medium,False,True
Mcgeary's," American, Irish, Bar",4.5,118,http://www.mcgearyspub.com/menus/,Medium,False,False
Seasons 52," American, Vegetarian Friendly, Vegan Options",4.0,347,Check The Website for a Menu,Medium,True,True
Mikel May's Beachside Bar and Grill," American, Bar, Seafood",4.0,270,Check The Website for a Menu,Medium,False,False
Central Park Restaurant," American, Vegetarian Friendly",4.0,117,Check The Website for a Menu,Medium,False,True
EG Steak," Steakhouse, Brazilian, Grill",4.5,326,Check The Website for a Menu,Pricey,False,False
Mediterranean Kitchen," Lebanese, Middle Eastern, Mediterranean",4.5,248,Check The Website for a Menu,Medium,False,False
Cypress Grill," Seafood, American, Cajun & Creole",4.5,516,Check The Website for a Menu,Medium,False,False
Quality Seafood," Seafood, Gluten Free Options",4.0,217,http://qualityseafood.com/menu/,Medium,False,False
Bar Bistro," American, Vegetarian Friendly",4.5,67,http://barbistrotacoma.com/#menus,Medium,False,True
D'Carbon Restaurant," Peruvian, Latin, Spanish",4.5,14,Check The Website for a Menu,Medium,False,False
Rutt's Hut," American, Fast Food",4.0,495,Check The Website for a Menu,Cheap,False,False
TEMPO," American, Gluten Free Options, Vegetarian Friendly",4.5,283,Check The Website for a Menu,Pricey,False,True
Sushi Gen," Japanese, Sushi, Asian",4.5,477,Check The Website for a Menu,Medium,False,False
Butcher Bar," American, Bar, Barbecue",4.5,314,Check The Website for a Menu,Medium,False,False
Nozomi," Japanese, Sushi, Asian",4.5,45,Check The Website for a Menu,Medium,False,False
TruFire Kitchen & Bar," Mediterranean, American, Asian",4.5,213,https://trufire.us/menu/,Medium,False,False
vintage Cafe," American, Bar, Cafe",4.0,100,http://thevintagecafe.net/Menu/Specialties/,Medium,False,False
John's of Bleecker Street," Italian, Pizza, Vegetarian Friendly",4.5,1766,https://slicelife.com/restaurants/ny/new-york/10014/john-s-of-bleecker-street/menu?utm_source=organic_tripadvisor&utm_medium=ta_menu,Medium,False,True
Palm Court Grill," American, Vegetarian Friendly, Gluten Free Options",4.0,310,Check The Website for a Menu,Pricey,False,True
MIX Kitchen and Bar," Fusion, Vegetarian Friendly, Vegan Options",4.5,351,Check The Website for a Menu,Medium,True,True
Anchor Bar, American,4.0,3113,Check The Website for a Menu,Medium,False,False
Hakata Ikkosha Torrance," Japanese, Asian",4.5,34,Check The Website for a Menu,Medium,False,False
Cafe J," American, International, Vegetarian Friendly",4.0,123,Check The Website for a Menu,Medium,False,True
Pappas Bros. Steakhouse,,4.5,2204,Check The Website for a Menu,Pricey,False,False
Craft And Gather,,4.5,38,Check The Website for a Menu,Medium,False,False
Steak 38,,4.0,185,Check The Website for a Menu,Pricey,False,False
Uchiko,,4.5,724,Check The Website for a Menu,Pricey,False,False
Great China Restaurant,,4.0,136,Check The Website for a Menu,Medium,False,False
East Ocean Seafood Restaurant,,4.5,169,Check The Website for a Menu,Medium,False,False
Yardley Inn,,4.0,502,Check The Website for a Menu,Medium,False,False
Zen,,4.0,142,Check The Website for a Menu,Medium,False,False
Sugar and Spice Cafe,,4.5,34,http://www.sugarspicecafe.com/cafemenu.html,Medium,False,False
Kincaid's Hamburgers,,4.5,252,Check The Website for a Menu,Cheap,False,False
Moni's,,4.5,109,Check The Website for a Menu,Medium,False,False
Blue Tusk Pub & Wine Bar,,4.0,185,Check The Website for a Menu,Medium,False,False
George's Greek Cafe,,4.5,932,http://www.georgesgreekcafe.com/menus/,Medium,False,False
Gene McCarthy's,,4.5,83,https://www.genemccarthys.com/banquet-menu,Medium,False,False
LA Fiamma Wood Fire Pizza,,4.5,391,Check The Website for a Menu,Medium,False,False
Mizuna Restaurant & Wine Bar," American, Wine Bar, Contemporary",4.5,513,Check The Website for a Menu,Medium,False,False
Yakima Craft Brewing Company," Bar, Pub, American",4.5,22,Check The Website for a Menu,Medium,False,False
La Diosa Cellars," Mediterranean, Wine Bar, Spanish",4.5,214,Check The Website for a Menu,Medium,False,False
The Curious Palate," American, Vegan Options, Vegetarian Friendly",4.5,128,https://thecuriouspalate.com/#,Medium,True,True
Green Vegetarian Cuisine," American, Vegetarian Friendly, Vegan Options",4.5,514,Check The Website for a Menu,Medium,True,True
Shut Up & Eat," American, Vegetarian Friendly, Vegan Options",4.0,280,Check The Website for a Menu,Cheap,True,True
The Counter Santana Row," American, Bar, Pub",4.0,188,Check The Website for a Menu,Medium,False,False
Pho Saigon," Asian, Vietnamese, Vegetarian Friendly",4.5,80,http://www.phosaigonnoodlehouse.com/menu,Cheap,False,True
Sla Thai Restaurant," Asian, Thai, Vegetarian Friendly",4.5,36,Check The Website for a Menu,Medium,False,True
Hopscotch," American, Vegetarian Friendly",4.5,105,Check The Website for a Menu,Medium,False,True
Anepalco's Cafe at Ayres Hotel," Mexican, Vegetarian Friendly",4.5,141,Check The Website for a Menu,Medium,False,True
Tony D’s," Italian, Bar, Pizza",4.0,251,http://tonyds.net/pages/menu,Medium,False,False
Taco Palenque South 10th," Mexican, Southwestern, Latin",4.0,165,https://www.tacopalenque.com/menu/,Cheap,False,False
Athos Restaurant," Seafood, Mediterranean, Greek",4.5,713,Check The Website for a Menu,Medium,False,False
Bistro San Martin," American, International, Vegetarian Friendly",5.0,185,Check The Website for a Menu,Pricey,False,True
Rise N Shine Diner," American, Diner, Vegetarian Friendly",4.5,195,https://risenshinediner.com/menu/,Cheap,False,True
Savor Bistro," Italian, French, Steakhouse",4.5,33,Check The Website for a Menu,Pricey,False,False
Jus' Jo's," American, Vegetarian Friendly",4.5,59,Check The Website for a Menu,Cheap,False,True
Cedar River Smoke House Barbecue," American, Barbecue",4.0,117,Check The Website for a Menu,Medium,False,False
Chef Vola's," Italian, Vegetarian Friendly, Vegan Options",4.5,715,Check The Website for a Menu,Pricey,True,True
Hanabi Sushi Restaurant," Japanese, Sushi, Asian",5.0,21,http://www.hanabi-sushi.com/menus/index.html,Medium,False,False
Delta's, American,3.5,159,Check The Website for a Menu,Medium,False,False
Urban Griddle," American, Vegetarian Friendly, Vegan Options",4.5,118,Check The Website for a Menu,Cheap,True,True
Hog Island Oyster Company," American, Seafood, Soups",4.5,2246,Check The Website for a Menu,Medium,False,False
Oliver's Restaurant," American, International, Contemporary",4.5,170,http://www.oliverscuisine.com/menu/,Pricey,False,False
Federici's Pizzeria," Italian, Pizza, Vegetarian Friendly",4.0,372,Check The Website for a Menu,Medium,False,True
Olives Deli & Bakery," American, Vegetarian Friendly, Vegan Options",4.5,167,Check The Website for a Menu,Medium,True,True
Sanford's," American, Vegetarian Friendly, Gluten Free Options",4.5,190,Check The Website for a Menu,Medium,False,True
Kokkari Estiatorio," Mediterranean, Greek, Vegetarian Friendly",4.5,2698,Check The Website for a Menu,Pricey,False,True
Pappadeaux Seafood Kitchen," American, Seafood, Cajun & Creole",4.5,1177,Check The Website for a Menu,Medium,False,False
Eureka!," American, Bar, Vegetarian Friendly",4.5,154,Check The Website for a Menu,Medium,False,True
Veggie Heaven," Asian, Chinese, Vegetarian Friendly",4.5,115,Check The Website for a Menu,Medium,False,True
Crockett's Public House," American, Bar, Pub",4.5,674,Check The Website for a Menu,Medium,False,False
Spanish Olive Restaurant," Latin, Spanish, Cuban",4.5,76,https://www.spanisholiverestaurant.com/menu,Medium,False,False
Outback Steakhouse," American, Steakhouse",3.5,119,Check The Website for a Menu,Medium,False,False
Scallions Restaurant," American, Vegetarian Friendly, Vegan Options",4.5,436,Check The Website for a Menu,Medium,True,True
Stella's Diner," American, Diner, Vegetarian Friendly",4.5,579,Check The Website for a Menu,Cheap,False,True
City Line Bar and Grill," American, Bar, Pub",4.0,236,Check The Website for a Menu,Medium,False,False
Frank's Diner," American, Diner, Vegetarian Friendly",4.5,1541,Check The Website for a Menu,Medium,False,True
The Distillery Restaurant Mt. Hope," American, Bar, Pub",4.0,409,https://media.cmsmax.com/lzjkjapjltz4ero0ldkle/menu.pdf,Medium,False,False
Xina," Chinese, Japanese, Seafood",4.5,470,http://www.xinarestaurant.com/menu,Medium,False,False
Aldo's II Pizzeria and Restaurant," Italian, Pizza, Vegetarian Friendly",4.0,60,Check The Website for a Menu,Medium,False,True
Amici's," Italian, Bar, Pizza",4.0,197,Check The Website for a Menu,Medium,False,False
Cafe Homestead," Southwestern, Mediterranean, American",4.5,783,Check The Website for a Menu,Medium,False,False
Chuckanut Brewery & Kitchen," American, Bar, Pub",4.0,182,Check The Website for a Menu,Medium,False,False
Fogo de Chao Brazilian Steakhouse," Steakhouse, Brazilian, Latin",4.0,354,Check The Website for a Menu,Pricey,False,False
Oyster House & Bar," American, Bar, Seafood",4.5,86,http://delawareaveoysterhouse.com/#menus,Medium,False,False
The Pink Door," Italian, Tuscan, Central-Italian",4.5,2750,Check The Website for a Menu,Medium,False,False
Delmonico's Italian Steak," Italian, American, Vegetarian Friendly",4.0,417,https://delmonicositaliansteakhouse.com/menu-2/,Medium,False,True
Maple Leaf Diner," American, Cafe, Diner",4.5,275,Check The Website for a Menu,Medium,False,False
Coho Restaurant & Bar - Redmond," American, Bar, Seafood",4.0,267,Check The Website for a Menu,Medium,False,False
Boathouse on the Bay," Steakhouse, American, Bar",4.0,227,https://www.boathouseonthebay.com/our-menu/,Medium,False,False
Steakhouse 85," American, Steakhouse, Vegetarian Friendly",4.5,342,Check The Website for a Menu,Pricey,False,True
Bourbon Street Bar and Grill," Bar, Seafood, American",4.0,140,Check The Website for a Menu,Medium,False,False
Blue Elephant," Asian, Thai, Vegetarian Friendly",4.5,46,https://www.blueelephantca.com/#menu,Medium,False,True
Grazie Ristorante Italiano," Italian, Vegetarian Friendly, Vegan Options",4.0,209,Check The Website for a Menu,Medium,True,True
Homeroom," American, Asian, Vegetarian Friendly",4.5,195,Check The Website for a Menu,Medium,False,True
Trio Restaurant," American, Bar, Contemporary",4.5,3785,Check The Website for a Menu,Medium,False,False
Creperie de la Mer," Cafe, French, Vegetarian Friendly",5.0,24,Check The Website for a Menu,Medium,False,True
Mikado Japanese Cuisine," Japanese, Sushi, Asian",4.5,85,Check The Website for a Menu,Medium,False,False
Banyan Tree," Asian, Thai, Vegetarian Friendly",4.0,86,http://banyantreerestaurant.com/index.html#section-menu,Medium,False,True
Ponzio's Diner-Bakery-Bar," American, Diner, Vegetarian Friendly",4.0,381,Check The Website for a Menu,Medium,False,True
Steak 48," American, Steakhouse, Seafood",4.5,322,Check The Website for a Menu,Pricey,False,False
Blue Ribbon Sushi," Japanese, Sushi, Asian",4.5,1018,Check The Website for a Menu,Medium,False,False
Sushi Ota," Japanese, Sushi, Asian",4.5,854,Check The Website for a Menu,Medium,False,False
Ithaca Coffee Company," American, Bar, Cafe",4.0,37,Check The Website for a Menu,Medium,False,False
Blue Moose!," American, Cafe, Vegetarian Friendly",4.5,381,Check The Website for a Menu,Cheap,False,True
Kitchen Table Cafe- Orchards," American, Cafe, Vegetarian Friendly",4.5,159,Check The Website for a Menu,Medium,False,True
Emilia's Restaurant," Mexican, Vegetarian Friendly",4.0,72,Check The Website for a Menu,Cheap,False,True
90 Pacifica Restaurant and Bar," American, Vegetarian Friendly, Vegan Options",4.5,97,Check The Website for a Menu,Medium,True,True
The Keg Steakhouse + Bar Las Colinas," American, Steakhouse, Bar",4.5,360,Check The Website for a Menu,Medium,False,False
Warehouse Grill & BBQ," American, Bar, Barbecue",4.0,261,http://warehousegrillbbq.com/menu,Medium,False,False
Nick's on South Lake Avenue," American, Vegetarian Friendly, Gluten Free Options",4.5,79,http://nicksrestaurants.com/nicks-pasadena/menus,Medium,False,True
Miss Saigon," Asian, Vietnamese, Soups",4.5,36,Check The Website for a Menu,Cheap,False,False
Moonshine Patio Bar & Grill," American, Bar, Grill",4.5,2987,https://moonshinegrill.com/wp-content/uploads/2019/03/Moonshine-Menu-Fall-2018.pdf,Medium,False,False
III Forks," Seafood, American, Steakhouse",4.5,487,Check The Website for a Menu,Pricey,False,False
Tabla," Bar, Spanish, Vegetarian Friendly",4.5,202,Check The Website for a Menu,Medium,False,True
Raymond's," American, Vegetarian Friendly, Vegan Options",4.0,416,Check The Website for a Menu,Medium,True,True
Ayada Thai," Asian, Thai, Vegetarian Friendly",4.5,89,Check The Website for a Menu,Medium,False,True
Cavalli Pizza," Pizza, Italian, Vegetarian Friendly",4.5,237,Check The Website for a Menu,Medium,False,True
